Country Name,Country Code,Indicator Name,Indicator Code,Year,GDP
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2022,3736.76
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1960,50.88
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1961,168.62
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1962,135
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1963,32.87
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1964,222.12
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1965,356.06
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1966,284.86
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1967,401.89
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1968,
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1969,394.97
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1970,371.75
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1971,
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1972,510.56
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1973,613.02
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1974,
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1975,686.39
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1976,
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1977,590.62
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1978,726.76
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1979,710.34
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1980,765.85
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1981,799.41
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1982,775.47
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1983,
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1984,879.86
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1985,1002.62
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1986,885.07
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1987,
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1988,1283.12
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1989,1232.01
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1990,
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1991,1242.03
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1992,1356.27
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1993,1203.73
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1994,1248.3
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1995,1075.42
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1996,1504.56
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1997,1576.58
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1998,
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1999,1470.36
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,2000,1456.98
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2001,1607.23
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,2002,
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2003,
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,2004,1719.73
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2005,1687.72
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,2006,
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,2007,1834.5
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,2008,1806.39
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2009,1851.45
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2010,1877.03
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2011,2032.06
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2012,2013.51
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2013,2030.29
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2014,1917.74
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,2015,2043.59
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2016,2207.92
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2017,
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,2018,2257.22
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,2019,2404.52
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2020,
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2021,2310.39
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,2022,2286.58
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1960,
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1961,97.17
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1962,84.53
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1963,109.67
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1964,5.56
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1965,131.29
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1966,314.74
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1967,480.46
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1968,
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1969,
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1970,529.48
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1971,394.93
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1972,554.49
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1973,
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1974,
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1975,658.32
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1976,714.81
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1977,
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1978,839.25
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1979,
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1980,751.33
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1981,
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1982,958.86
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1983,1056.13
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1984,963.32
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1985,
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1986,1238.78
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1987,
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1988,1012.14
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1989,1167.47
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1990,1426.83
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1991,1456.58
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1992,
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1993,
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1994,
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1995,
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1996,
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1997,1474.95
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1998,1523.75
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1999,1747.14
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,2000,1683.47
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,2001,1867.54
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,2002,1704.33
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,2003,
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2004,1762.82
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2005,1897.59
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,2006,
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2007,1931.66
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,2008,1878.59
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2009,2133.4
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2010,2177.45
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2011,
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,2012,2322.76
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,2013,2480.9
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2014,2277.55
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,2015,2250.63
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,2016,
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,2017,2266.42
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,2018,2442.12
India,COU,GDP (current US$),NY.GDP.MKTP.CD,2019,2499.86
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,2020,
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2021,
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,2022,2557.4
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1960,-1.2
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1961,128.73
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1962,131.2
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1963,
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1964,313.45
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1965,289.45
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1966,633.36
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1967,527.06
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1968,519
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1969,697.98
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1970,
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1971,
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1972,954.93
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1973,886.04
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1974,
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1975,
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1976,1157.73
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1977,
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1978,1325.19
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1979,
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1980,
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1981,1520.94
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1982,1617.48
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1983,1620.24
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1984,1715.29
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1985,1610.02
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1986,1984.96
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1987,1986.46
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1988,1948.22
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1989,2284.43
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1990,2172.24
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1991,2128.91
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1992,2387.19
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1993,
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1994,2478.95
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1995,2465.9
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1996,2622.51
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1997,
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1998,2771.03
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1999,
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,2000,2810.03
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,2001,
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,2002,2914.68
India,COU,GDP (current US$),NY.GDP.MKTP.CD,2003,2999.99
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,2004,3084.57
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,2005,
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,2006,3046.51
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,2007,3313.27
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2008,3418.9
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,2009,
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,2010,3528.8
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,2011,3616.58
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2012,
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,2013,3731.2
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,2014,
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,2015,3860.11
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,2016,4015.14
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,2017,4167.4
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,2018,
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,2019,4174.06
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,2020,
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,2021,
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,2022,4373.18
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1960,
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1961,62.66
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1962,163.28
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1963,183.27
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1964,129.43
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1965,264.55
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1966,187.77
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1967,492.19
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1968,
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1969,417.52
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1970,374.88
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1971,578.16
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1972,529.98
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1973,553.26
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1974,732.46
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1975,692.09
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1976,782.82
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1977,675.03
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1978,674.68
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1979,
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1980,
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1981,1003.83
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1982,975.2
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1983,
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1984,904.87
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1985,1298.06
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1986,1134.8
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1987,
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1988,1151.63
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1989,1308.05
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1990,1188.97
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1991,1406.47
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1992,1367.67
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1993,1448.19
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1994,1557.08
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1995,1406.03
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1996,1502.84
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1997,1659.03
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1998,
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1999,
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,2000,1798.44
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,2001,1770.63
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2002,2017.56
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,2003,1690.62
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,2004,1916.81
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,2005,1786.8
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2006,1740.71
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2007,2063.12
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2008,2089.33
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,2009,2088.9
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2010,
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,2011,2511.23
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,2012,2217.59
India,COU,GDP (current US$),NY.GDP.MKTP.CD,2013,2336.43
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,2014,2262.48
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,2015,2398.95
India,COU,GDP (current US$),NY.GDP.MKTP.CD,2016,2387.61
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,2017,
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,2018,
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,2019,2655.17
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2020,
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,2021,2391.05
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2022,2627.38
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1960,164.71
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1961,252.61
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1962,184.33
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1963,132.28
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1964,26.95
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1965,392.92
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1966,297.05
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1967,450.17
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1968,361.59
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1969,514.07
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1970,597.99
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1971,675.5
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1972,591.18
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1973,
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1974,751.02
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1975,697.29
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1976,
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1977,976.22
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1978,1042.86
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1979,1217.04
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1980,1111.2
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1981,1176.91
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1982,1132.57
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1983,1378.97
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1984,1369.37
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1985,1362.96
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1986,1268.51
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1987,1657.45
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1988,1444.26
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1989,
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1990,1710.91
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1991,
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1992,1633.77
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1993,1624.75
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1994,1963.26
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1995,1890.67
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1996,2291.94
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1997,1953.8
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1998,2015.11
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1999,2104.74
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,2000,2239.61
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2001,2222.3
India,COU,GDP (current US$),NY.GDP.MKTP.CD,2002,2384.58
India,COU,GDP (current US$),NY.GDP.MKTP.CD,2003,2279.51
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,2004,2293.23
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2005,2305.59
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,2006,2317.08
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,2007,
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2008,2617.38
India,COU,GDP (current US$),NY.GDP.MKTP.CD,2009,2638.36
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2010,2879.87
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2011,2932.35
England,COU,GDP (current US$),NY.GDP.MKTP.CD,2012,2830.09
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,2013,2738.2
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2014,2914.95
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2015,2965.66
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,2016,3013.95
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,2017,3063.91
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2018,
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2019,3203.08
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,2020,
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2021,
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,2022,
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1960,-50.5
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1961,
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1962,
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1963,136.6
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1964,309.73
England,COU,GDP (current US$),NY.GDP.MKTP.CD,1965,
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1966,535.37
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1967,
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1968,364.59
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1969,
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1970,800.38
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1971,618.68
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1972,668.25
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1973,584.33
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1974,835.11
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1975,906.68
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1976,
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1977,908.06
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,1978,955.19
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1979,
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,1980,1326.41
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1981,1127.88
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1982,1452.41
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1983,
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,1984,1571.95
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1985,1515.01
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1986,1329.06
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1987,
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1988,1805.82
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1989,1669.69
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1990,
Sri Lanka,COU,GDP (current US$),NY.GDP.MKTP.CD,1991,1859.97
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,1992,
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,1993,2163.24
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1994,1965.22
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,1995,2165.19
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,1996,2165.21
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1997,2358.9
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,1998,2333
India,COU,GDP (current US$),NY.GDP.MKTP.CD,1999,2328.16
Malaysia,COU,GDP (current US$),NY.GDP.MKTP.CD,2000,2321.56
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,2001,
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,2002,2342.08
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,2003,2653.28
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2004,2538.04
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,2005,2832.43
Thailand,COU,GDP (current US$),NY.GDP.MKTP.CD,2006,2782.59
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,2007,2890.13
Norway,COU,GDP (current US$),NY.GDP.MKTP.CD,2008,2893.18
Australia,COU,GDP (current US$),NY.GDP.MKTP.CD,2009,2769
Singapore,COU,GDP (current US$),NY.GDP.MKTP.CD,2010,2917.42
Maldives,COU,GDP (current US$),NY.GDP.MKTP.CD,2011,
Jamaica,COU,GDP (current US$),NY.GDP.MKTP.CD,2012,3138.68
Switzerland,COU,GDP (current US$),NY.GDP.MKTP.CD,2013,3299.37
